"aa_id"|"infotype"|"info"|"lastupdate"|"staffid"|"remarks"
"S040950"|"Special Talents"|"speech, She is good at speech performance"|"20210224162357"|"AA00011"|""
"S040950"|"Religion Requirement"|"Christian"|"20210224162421"|"AA00011"|""
"S040950"|"School Preferred"|"St. Swithun's School, Wellington College, St. Catherine's"|"20210224162514"|"AA00011"|""
"S040950"|"School Applied Before"|"St. Swithun's"|"20210224162541"|"AA00011"|""
"S040950"|"Reasons to Study in UK"|"good education system, good displines"|"20210224162601"|"AA00011"|""
"S040998"|"English Standard"|"WEAK"|"20210301100344"|"AA00088"|""
"S040952"|"Interests / Hobbies"|"Play TV games, cycling, swimming and playing football"|"20210225102132"|"AA00011"|""
"S040952"|"English Standard"|"Weak"|"20210225102139"|"AA00011"|""
"S040952"|"Character"|"Shy, friendly"|"20210225102158"|"AA00011"|""
"S040952"|"Location Preference"|"No special request"|"20210225102222"|"AA00011"|""
"S040952"|"Max Budget per Term"|"GBP40,000 to 50,000"|"20210225102243"|"AA00011"|""
"S040952"|"Other Requirement"|"Friendly and helpful for new comer"|"20210225102303"|"AA00011"|""
"S040952"|"Reasons to Study in UK"|"Improve his English level"|"20210225102328"|"AA00011"|""
"S040954"|"Work in Government"|"N"|"20210226100815"|"AA00011"|""
"S040954"|"English Standard"|"EXCELLENT"|"20210226100815"|"AA00011"|""
"S040954"|"Interests / Hobbies"|"Piano, drawing, tennis, swimming"|"20210226100815"|"AA00011"|""
"S040954"|"Character"|"Outgoing, passionate, independent"|"20210226100815"|"AA00011"|""
"S040954"|"Learning Difficulties"|"N"|"20210226100815"|"AA00011"|""
"S040954"|"Studying in UK"|"Y"|"20210226100815"|"AA00011"|""
"S040954"|"Studying in UK School"|"Cousin and friends"|"20210226100815"|"AA00011"|""
"S040954"|"Guardian Type"|"N"|"20210226100815"|"AA00011"|""
"S040954"|"Preferred School Type"|"NO PREFERENCE"|"20210226100815"|"AA00011"|""
"S040954"|"Other Requirement"|"High full boarding student ratio, different variety of school activities"|"20210226100815"|"AA00011"|""
"S040957"|"Work in Government"|"N"|"20210226100950"|"AA00088"|""
"S040957"|"English Standard"|"AVERAGE"|"20210226100950"|"AA00088"|""
"S040957"|"Interests / Hobbies"|"Drawing, swimming"|"20210226100950"|"AA00088"|""
"S040957"|"Character"|"chatty, polite, impulsive, indecisive, adaptive, intelligent, open-minded,"|"20210226100950"|"AA00088"|""
"S040957"|"Learning Difficulties"|"N"|"20210226100950"|"AA00088"|""
"S040957"|"Studying in UK"|"N"|"20210226100950"|"AA00088"|""
"S040957"|"Guardian Type"|"N"|"20210226100950"|"AA00088"|""
"S040957"|"Location Preference"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"Preferred School Type"|"CO-ED"|"20210226100950"|"AA00088"|""
"S040957"|"Max Budget per Term"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"Religion Requirement"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"Other Requirement"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"School Preferred"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"School Applied Before"|"-"|"20210226100950"|"AA00088"|""
"S040957"|"Reasons to Study in UK"|"Learn to be independent, improve English language and cultural experience"|"20210226100950"|"AA00088"|""
"S040962"|"Work in Government"|"Y"|"20210226101459"|"AA00088"|""
"S040962"|"English Standard"|"AVERAGE"|"20210226101459"|"AA00088"|""
"S040962"|"Interests / Hobbies"|"Football, volleyball"|"20210226101459"|"AA00088"|""
"S040962"|"Character"|"Easy-going, cheerful"|"20210226101459"|"AA00088"|""
"S040962"|"Learning Difficulties"|"N"|"20210226101459"|"AA00088"|""
"S040962"|"Studying in UK"|"N"|"20210226101459"|"AA00088"|""
"S040962"|"Guardian Type"|"N"|"20210226101459"|"AA00088"|""
"S040962"|"Location Preference"|"The warmer parts in the UK, e.g. Kent"|"20210226101459"|"AA00088"|""
"S040962"|"Preferred School Type"|"BOYS"|"20210226101459"|"AA00088"|""
"S040962"|"Max Budget per Term"|"-"|"20210226101459"|"AA00088"|""
"S040962"|"Religion Requirement"|"-"|"20210226101459"|"AA00088"|""
"S040962"|"Other Requirement"|"High boarding ratio, strong pastoral care esp under the COVID pandemic"|"20210226101459"|"AA00088"|""
"S041091"|"Work in Government"|"N"|"20210226101747"|"AA00088"|""
"S040998"|"Interests / Hobbies"|"Badminton"|"20210301100344"|"AA00088"|""
"S042939"|"Learning Difficulties"|"N"|"20220706144347"|"AA00011"|""
"S040962"|"School Preferred"|"prefer to apply for boys' schools with high boarding ratio, encourage students to actively participate in sports and music, have good pastoral care and learning support for non-English native speaking students."|"20210226101459"|"AA00088"|""
"S040962"|"School Applied Before"|"-"|"20210226101459"|"AA00088"|""
"S040955"|"Work in Government"|"N"|"20210226162230"|"AA00088"|""
"S040955"|"English Standard"|"AVERAGE"|"20210226162230"|"AA00088"|""
"S040955"|"Interests / Hobbies"|"Football"|"20210226162230"|"AA00088"|""
"S040955"|"Character"|"Energetic, outgoing and caring"|"20210226162230"|"AA00088"|""
"S040955"|"Learning Difficulties"|"N"|"20210226162230"|"AA00088"|""
"S040955"|"Studying in UK"|"N"|"20210226162230"|"AA00088"|""
"S040955"|"Guardian Type"|"N"|"20210226162230"|"AA00088"|""
"S040955"|"Location Preference"|"London or surrounding districts"|"20210226162230"|"AA00088"|""
"S040955"|"Preferred School Type"|"CO-ED"|"20210226162230"|"AA00088"|""
"S040955"|"Reasons to Study in UK"|"Better education system"|"20210226162230"|"AA00088"|""
"S040956"|"English Standard"|"average"|"20210226163129"|"AA00088"|""
"S040956"|"Interests / Hobbies"|"football, athletics"|"20210226163144"|"AA00088"|""
"S040956"|"Character"|"energetoc, outgoing and caring"|"20210226163203"|"AA00088"|""
"S040956"|"Location Preference"|"London or surrounding districts"|"20210226163227"|"AA00088"|""
"S040956"|"Preferred School Type"|"co-ed"|"20210226163234"|"AA00088"|""
"S040956"|"Reasons to Study in UK"|"beter education system"|"20210226163247"|"AA00088"|""
"S040966"|"Work in Government"|"N"|"20210227095650"|"AA00088"|""
"S040966"|"English Standard"|"EXCELLENT"|"20210227095650"|"AA00088"|""
"S040966"|"Interests / Hobbies"|"Tennis, cello"|"20210227095650"|"AA00088"|""
"S040966"|"Character"|"cheerful, mature"|"20210227095650"|"AA00088"|""
"S040966"|"Learning Difficulties"|"N"|"20210227095650"|"AA00088"|""
"S040966"|"Studying in UK"|"Y"|"20210227095650"|"AA00088"|""
"S040966"|"Studying in UK School"|"Elder sister (Patricia Cheung) is studying in Brighton College (Year 13) now"|"20210227095650"|"AA00088"|""
"S040966"|"Guardian Type"|"Y"|"20210227095650"|"AA00088"|""
"S040966"|"Guardian in UK"|"Aunt"|"20210227095650"|"AA00088"|""
"S040966"|"Preferred School Type"|"CO-ED"|"20210227095650"|"AA00088"|""
"S040966"|"Religion Requirement"|"Nil"|"20210227095650"|"AA00088"|""
"S040966"|"School Preferred"|"Brighton College"|"20210227095650"|"AA00088"|""
"S041165"|"English Standard"|"ABOVE AVERAGE"|"20210227101820"|"AA00088"|""
"S041165"|"Interests / Hobbies"|"Drawing, Hip hop dancing"|"20210227101820"|"AA00088"|""
"S041165"|"Character"|"Active, Cheering"|"20210227101820"|"AA00088"|""
"S041165"|"Learning Difficulties"|"N"|"20210227101820"|"AA00088"|""
"S041165"|"Special Talents"|"Instragram @ cheriiiart"|"20210227101820"|"AA00088"|""
"S041165"|"Studying in UK"|"N"|"20210227101820"|"AA00088"|""
"S041165"|"Guardian Type"|"N"|"20210227101820"|"AA00088"|""
"S041165"|"Preferred School Type"|"NO PREFERENCE"|"20210227101820"|"AA00088"|""
"S041165"|"Max Budget per Term"|"12000 (36000 GBP per year)"|"20210227101820"|"AA00088"|""
"S041165"|"Religion Requirement"|"NIL"|"20210227101820"|"AA00088"|""
"S041165"|"Other Requirement"|"Strong in Visual Art/Design or related topics"|"20210227101820"|"AA00088"|""
"S040963"|"Work in Government"|"N"|"20210227102254"|"AA00088"|""
"S040963"|"English Standard"|"AVERAGE"|"20210227102254"|"AA00088"|""
"S040963"|"Interests / Hobbies"|"Arts, vocal singing, skating"|"20210227102254"|"AA00088"|""
"S040963"|"Character"|"Good self discipline and polite and responsible"|"20210227102254"|"AA00088"|""
"S040963"|"Learning Difficulties"|"N"|"20210227102254"|"AA00088"|""
"S040963"|"Special Talents"|"Drawing"|"20210227102254"|"AA00088"|""
"S040963"|"Studying in UK"|"N"|"20210227102254"|"AA00088"|""
"S040963"|"Guardian Type"|"Y"|"20210227102254"|"AA00088"|""
"S040963"|"Preferred School Type"|"CO-ED"|"20210227102254"|"AA00088"|""
"S040963"|"School Applied Before"|"No"|"20210227102254"|"AA00088"|""
"S041123"|"Work in Government"|"N"|"20210227103022"|"AA00088"|""
"S041123"|"English Standard"|"ABOVE AVERAGE"|"20210227103022"|"AA00088"|""
"S041123"|"Learning Difficulties"|"N"|"20210227103022"|"AA00088"|""
"S041123"|"Studying in UK"|"N"|"20210227103022"|"AA00088"|""
"S041123"|"Guardian Type"|"N"|"20210227103022"|"AA00088"|""
"S041123"|"Preferred School Type"|"NO PREFERENCE"|"20210227103022"|"AA00088"|""
"S041123"|"Max Budget per Term"|"No"|"20210227103022"|"AA00088"|""
"S041123"|"Religion Requirement"|"No"|"20210227103022"|"AA00088"|""
"S040968"|"Work in Government"|"N"|"20210227144307"|"AA00088"|""
"S040968"|"English Standard"|"EXCELLENT"|"20210227144307"|"AA00088"|""
"S040968"|"Interests / Hobbies"|"Ballet, piano"|"20210227144307"|"AA00088"|""
"S040968"|"Character"|"積極上進"|"20210227144307"|"AA00088"|""
"S040968"|"Learning Difficulties"|"N"|"20210227144307"|"AA00088"|""
"S040968"|"Special Talents"|"Ballet and piano"|"20210227144307"|"AA00088"|""
"S040968"|"Studying in UK"|"N"|"20210227144307"|"AA00088"|""
"S040968"|"Guardian Type"|"Y"|"20210227144307"|"AA00088"|""
"S040968"|"Guardian in UK"|"Whole family immigration"|"20210227144307"|"AA00088"|""
"S040968"|"Preferred School Type"|"NO PREFERENCE"|"20210227144307"|"AA00088"|""
"S040969"|"English Standard"|"ABOVE AVERAGE"|"20210227144652"|"AA00088"|""
"S040969"|"Interests / Hobbies"|"Drawing, running, piano"|"20210227144652"|"AA00088"|""
"S040969"|"Character"|"Cheerful"|"20210227144652"|"AA00088"|""
"S040969"|"Learning Difficulties"|"N"|"20210227144652"|"AA00088"|""
"S040969"|"Special Talents"|"Drawing, running"|"20210227144652"|"AA00088"|""
"S040969"|"Studying in UK"|"N"|"20210227144652"|"AA00088"|""
"S040969"|"Guardian Type"|"Y"|"20210227144652"|"AA00088"|""
"S040969"|"Guardian in UK"|"Whole family immigration"|"20210227144652"|"AA00088"|""
"S040969"|"Preferred School Type"|"NO PREFERENCE"|"20210227144652"|"AA00088"|""
"S040973"|"Interests / Hobbies"|"Science/Archery/Drum"|"20210227162722"|"AA00011"|""
"S040973"|"English Standard"|"above average"|"20210227162731"|"AA00011"|""
"S040973"|"Character"|"Conscientious,friendly, motivated, independent and resilience"|"20210227162745"|"AA00011"|""
"S040974"|"English Standard"|"above average"|"20210227163507"|"AA00011"|""
"S040974"|"Interests / Hobbies"|"Singing, Football ,Water Sports ,Camping"|"20210227163526"|"AA00011"|""
"S040974"|"Character"|"Humble"|"20210227163556"|"AA00011"|""
"S040974"|"Preferred School Type"|"boys"|"20210227163627"|"AA00011"|""
"S040998"|"Learning Difficulties"|"N"|"20210301100344"|"AA00088"|""
"S040998"|"Studying in UK"|"N"|"20210301100344"|"AA00088"|""
"S040998"|"Guardian Type"|"N"|"20210301100344"|"AA00088"|""
"S040976"|"Character"|"He is full of curiosity and has a sense of humour. He is also kind to his friends and likes making friends."|"20210301110658"|"AA00011"|""
"S040976"|"School Applied Before"|"Junior King, Dulwich College (Year 7)"|"20210301110812"|"AA00011"|""
"S040976"|"Reasons to Study in UK"|"To widen his horizon in his life"|"20210301110828"|"AA00011"|""
"S041000"|"Work in Government"|"N"|"20210304100422"|"AA00088"|""
"S041000"|"English Standard"|"WEAK"|"20210304100422"|"AA00088"|""
"S041000"|"Interests / Hobbies"|"Sport"|"20210304100422"|"AA00088"|""
"S041000"|"Learning Difficulties"|"N"|"20210304100422"|"AA00088"|""
"S041000"|"Special Talents"|"Mathematics"|"20210304100422"|"AA00088"|""
"S041000"|"Studying in UK"|"N"|"20210304100422"|"AA00088"|""
"S041000"|"Guardian Type"|"N"|"20210304100422"|"AA00088"|""
"S041005"|"Work in Government"|"N"|"20210304163356"|"AA00088"|""
"S041005"|"English Standard"|"ABOVE AVERAGE"|"20210304163356"|"AA00088"|""
"S041005"|"Interests / Hobbies"|"Rope skipping, hiking, making desserts, calligraphy writing"|"20210304163356"|"AA00088"|""
"S041005"|"Character"|"Outgoing"|"20210304163356"|"AA00088"|""
"S041005"|"Learning Difficulties"|"N"|"20210304163356"|"AA00088"|""
"S041005"|"Special Talents"|"penmanship"|"20210304163356"|"AA00088"|""
"S041005"|"Studying in UK"|"Y"|"20210304163356"|"AA00088"|""
"S041005"|"Studying in UK School"|"Cousin and friends"|"20210304163356"|"AA00088"|""
"S041005"|"Guardian Type"|"Y"|"20210304163356"|"AA00088"|""
"S041005"|"Guardian in UK"|"Family friend"|"20210304163356"|"AA00088"|""
"S041005"|"Location Preference"|"southern part"|"20210304163356"|"AA00088"|""
"S041005"|"Preferred School Type"|"GIRLS"|"20210304163356"|"AA00088"|""
"S041005"|"Max Budget per Term"|"14000"|"20210304163356"|"AA00088"|""
"S041005"|"Religion Requirement"|"/"|"20210304163356"|"AA00088"|""
"S041005"|"Other Requirement"|"/"|"20210304163356"|"AA00088"|""
"S041005"|"School Preferred"|"St. Swithun’s
St Catherine’s School, Bramley"|"20210304163356"|"AA00088"|""
"S041005"|"School Applied Before"|"/"|"20210304163356"|"AA00088"|""
"S041005"|"Reasons to Study in UK"|"studying in the uk can provide me more opportunities and I enjoy the way of learning most schools in the UK adapted more."|"20210304163356"|"AA00088"|""
"S040991"|"Interests / Hobbies"|"Drawing and reading"|"20210305100645"|"AA00088"|""
"S040991"|"Relatives / Friends Studying in UK"|"yes, Bath"|"20210305100901"|"AA00088"|""
"S041112"|"Work in Government"|"N"|"20210308100624"|"AA00088"|""
"S040995"|"English Standard"|"above average"|"20210305171744"|"AA00011"|""
"S041112"|"English Standard"|"EXCELLENT"|"20210308100624"|"AA00088"|""
"S040995"|"Character"|"out-going, mature, presentable, caring"|"20210305171805"|"AA00011"|""
"S040995"|"Interests / Hobbies"|"drama, swimming, badminton, reading"|"20210305171811"|"AA00011"|""
"S040995"|"Location Preference"|"South East of London which is alongside with Surrey, Sutton, Reading. Kent is second to them."|"20210305171834"|"AA00011"|""
"S041112"|"Interests / Hobbies"|"singing, reading, drawing"|"20210308100624"|"AA00088"|""
"S040995"|"Max Budget per Term"|"30000"|"20210305171859"|"AA00011"|""
"S040995"|"Religion Requirement"|"Catholic if possible"|"20210305171915"|"AA00011"|""
"S040996"|"English Standard"|"above average"|"20210305173014"|"AA00011"|""
"S040985"|"Location Preference"|"England"|"20210306101406"|"AA00088"|""
"S040985"|"Preferred School Type"|"CO-ED"|"20210306101406"|"AA00088"|""
"S040985"|"Max Budget per Term"|"15000"|"20210306101406"|"AA00088"|""
"S040985"|"Religion Requirement"|"nil"|"20210306101406"|"AA00088"|""
"S040985"|"Other Requirement"|"GIRIL SCHOOL IS OK"|"20210306101406"|"AA00088"|""
"S040985"|"School Preferred"|"SUITABLE TO MY DAUGHTER"|"20210306101406"|"AA00088"|""
"S040985"|"School Applied Before"|"WELLINGON COLLEGE, CHELTENHAM LADIES COLLEGE, SEVENOAKS, BRIGHTON COLLEGE"|"20210306101406"|"AA00088"|""
"S040985"|"Reasons to Study in UK"|"WIDEN HORIZON AND GAIN UK EXPERIENCE"|"20210306101406"|"AA00088"|""
"S040986"|"Work in Government"|"N"|"20210306101711"|"AA00088"|""
"S040986"|"English Standard"|"EXCELLENT"|"20210306101711"|"AA00088"|""
"S040986"|"Interests / Hobbies"|"cello, swimming"|"20210306101711"|"AA00088"|""
"S040986"|"Character"|"thoughtful, creative, cooperative"|"20210306101711"|"AA00088"|""
"S040986"|"Learning Difficulties"|"N"|"20210306101711"|"AA00088"|""
"S040986"|"Special Talents"|"creative"|"20210306101711"|"AA00088"|""
"S040986"|"Studying in UK"|"N"|"20210306101711"|"AA00088"|""
"S040986"|"Guardian Type"|"N"|"20210306101711"|"AA00088"|""
"S040986"|"Location Preference"|"England"|"20210306101711"|"AA00088"|""
"S040986"|"Preferred School Type"|"CO-ED"|"20210306101711"|"AA00088"|""
"S040986"|"Max Budget per Term"|"15000"|"20210306101711"|"AA00088"|""
"S040986"|"Religion Requirement"|"nil"|"20210306101711"|"AA00088"|""
"S040986"|"School Preferred"|"school suitable for my daughter"|"20210306101711"|"AA00088"|""
"S040986"|"School Applied Before"|"Wellington, Cheltenham Ladies College, Sevenoak, Brighton College"|"20210306101711"|"AA00088"|""
"S040986"|"Reasons to Study in UK"|"widen the horizon and get UK experience"|"20210306101711"|"AA00088"|""
"S040999"|"English Standard"|"average"|"20210306114229"|"AA00011"|""
"S040999"|"Interests / Hobbies"|"golf, basketball, cycling"|"20210306114249"|"AA00011"|""
"S040999"|"Character"|"outgoing"|"20210306114258"|"AA00011"|""
"S040999"|"Special Talents"|"strong in mathematics"|"20210306114316"|"AA00011"|""
"S040999"|"Preferred School Type"|"boys / co-ed"|"20210306114347"|"AA00011"|""
"S041112"|"Character"|"cheerful, outspoken, kindness, charisma"|"20210308100624"|"AA00088"|""
"S041112"|"Learning Difficulties"|"N"|"20210308100624"|"AA00088"|""
"S041112"|"Special Talents"|"ABRSM grade 5 singing in merit"|"20210308100624"|"AA00088"|""
"S041112"|"Studying in UK"|"Y"|"20210308100624"|"AA00088"|""
"S041112"|"Studying in UK School"|"Cousin"|"20210308100624"|"AA00088"|""
"S041112"|"Guardian Type"|"Y"|"20210308100624"|"AA00088"|""
"S041112"|"Guardian in UK"|"Myself"|"20210308100624"|"AA00088"|""
"S041112"|"Location Preference"|"Oxford, Reading and near London"|"20210308100624"|"AA00088"|""
"S041112"|"Preferred School Type"|"NO PREFERENCE"|"20210308100624"|"AA00088"|""
"S041112"|"Religion Requirement"|"Prefer Christian, Catholic"|"20210308100624"|"AA00088"|""
"S041112"|"School Preferred"|"Headington School"|"20210308100624"|"AA00088"|""
"S041112"|"Reasons to Study in UK"|"Studying in the UK is a dream of Sophie, which she can explore her potential in a free and adventurous study environment."|"20210308100624"|"AA00088"|""
"S041074"|"Work in Government"|"N"|"20210308101249"|"AA00088"|""
"S041074"|"English Standard"|"ABOVE AVERAGE"|"20210308101249"|"AA00088"|""
"S041074"|"Interests / Hobbies"|"soccer"|"20210308101249"|"AA00088"|""
"S041074"|"Character"|"active"|"20210308101249"|"AA00088"|""
"S041074"|"Learning Difficulties"|"N"|"20210308101249"|"AA00088"|""
"S041074"|"Studying in UK"|"N"|"20210308101249"|"AA00088"|""
"S041074"|"Guardian Type"|"N"|"20210308101249"|"AA00088"|""
"S041074"|"Preferred School Type"|"NO PREFERENCE"|"20210308101249"|"AA00088"|""
"S041074"|"Max Budget per Term"|"15000"|"20210308101249"|"AA00088"|""
"S041074"|"Religion Requirement"|"N/A"|"20210308101249"|"AA00088"|""
"S041074"|"School Applied Before"|"N/A"|"20210308101249"|"AA00088"|""
"S041074"|"Reasons to Study in UK"|"better curriculum and the boarding school experience"|"20210308101249"|"AA00088"|""
"S041118"|"Work in Government"|"N"|"20210308102144"|"AA00088"|""
"S041118"|"English Standard"|"ABOVE AVERAGE"|"20210308102144"|"AA00088"|""
"S041118"|"Interests / Hobbies"|"Drawing"|"20210308102144"|"AA00088"|""
"S041118"|"Character"|"Humorous person"|"20210308102144"|"AA00088"|""
"S041118"|"Learning Difficulties"|"N"|"20210308102144"|"AA00088"|""
"S041118"|"Special Talents"|"Flute"|"20210308102144"|"AA00088"|""
"S041118"|"Studying in UK"|"Y"|"20210308102144"|"AA00088"|""
"S041118"|"Studying in UK School"|"Classmate in Exeter"|"20210308102144"|"AA00088"|""
"S041118"|"Guardian Type"|"N"|"20210308102144"|"AA00088"|""
"S041118"|"Location Preference"|"Not Considering Scotland and Ireland schools"|"20210308102144"|"AA00088"|""
"S041118"|"Preferred School Type"|"NO PREFERENCE"|"20210308102144"|"AA00088"|""
"S041625"|"Work in Government"|"N"|"20210308103420"|"AA00088"|""
"S041625"|"English Standard"|"ABOVE AVERAGE"|"20210308103420"|"AA00088"|""
"S041625"|"Interests / Hobbies"|"Trumpet & school orchestra, Handball"|"20210308103420"|"AA00088"|""
"S041625"|"Character"|"Outgoing, independent and perseverant"|"20210308103420"|"AA00088"|""
"S041625"|"Learning Difficulties"|"N"|"20210308103420"|"AA00088"|""
"S041625"|"Studying in UK"|"Y"|"20210308103420"|"AA00088"|""
"S041625"|"Studying in UK School"|"Friends and schoolmates"|"20210308103420"|"AA00088"|""
"S041625"|"Guardian Type"|"N"|"20210308103420"|"AA00088"|""
"S041625"|"Location Preference"|"No preference"|"20210308103420"|"AA00088"|""
"S041625"|"Preferred School Type"|"BOYS"|"20210308103420"|"AA00088"|""
"S041625"|"Reasons to Study in UK"|"GCE is a better curriculum than DSE, enables better chance to admit to higher-tier universities in UK"|"20210308103420"|"AA00088"|""
"S041055"|"Work in Government"|"N"|"20210310111935"|"AA00011"|""
"S041055"|"English Standard"|"ABOVE AVERAGE"|"20210310111935"|"AA00011"|""
"S041055"|"Interests / Hobbies"|"Singing, Reading, learning foreign language"|"20210310111935"|"AA00011"|""
"S041055"|"Character"|"friendly, mature, imaginative"|"20210310111935"|"AA00011"|""
"S041055"|"Learning Difficulties"|"N"|"20210310111935"|"AA00011"|""
"S041055"|"Studying in UK"|"N"|"20210310111935"|"AA00011"|""
"S041055"|"Guardian Type"|"N"|"20210310111935"|"AA00011"|""
"S041055"|"Preferred School Type"|"NO PREFERENCE"|"20210310111935"|"AA00011"|""
"S041055"|"Religion Requirement"|"Christian"|"20210310111935"|"AA00011"|""
"S041052"|"Work in Government"|"N"|"20210310113728"|"AA00011"|""
"S041052"|"English Standard"|"ABOVE AVERAGE"|"20210310113728"|"AA00011"|""
"S041052"|"Interests / Hobbies"|"Reading, Violin, Piano, Swimmiing"|"20210310113728"|"AA00011"|""
"S041052"|"Learning Difficulties"|"N"|"20210310113728"|"AA00011"|""
"S041052"|"Studying in UK"|"N"|"20210310113728"|"AA00011"|""
"S041052"|"Guardian Type"|"Y"|"20210310113728"|"AA00011"|""
"S041052"|"Guardian in UK"|"Father and Mother"|"20210310113728"|"AA00011"|""
"S041051"|"Work in Government"|"N"|"20210310113732"|"AA00011"|""
"S041051"|"English Standard"|"ABOVE AVERAGE"|"20210310113732"|"AA00011"|""
"S041051"|"Interests / Hobbies"|"Reading, Violin, Piano, Choir, Swiming"|"20210310113732"|"AA00011"|""
"S041051"|"Learning Difficulties"|"N"|"20210310113732"|"AA00011"|""
"S041051"|"Studying in UK"|"N"|"20210310113732"|"AA00011"|""
"S041051"|"Guardian Type"|"Y"|"20210310113732"|"AA00011"|""
"S041051"|"Guardian in UK"|"Father and Mother"|"20210310113732"|"AA00011"|""
"S041009"|"English Standard"|"excellent"|"20210310135307"|"AA00011"|""
"S041009"|"Interests / Hobbies"|"Basketball,  Chinese Chess"|"20210310135321"|"AA00011"|""
"S041009"|"Character"|"Optimistic, open minded , self disciplined"|"20210310135341"|"AA00011"|""
"S041009"|"Location Preference"|"No preferences, school ranking as the priority"|"20210310135357"|"AA00011"|""
"S041167"|"Work in Government"|"N"|"20210315120425"|"AA00011"|""
"S041009"|"School Preferred"|"academic ranking is our priority"|"20210310135436"|"AA00011"|""
"S041009"|"Reasons to Study in UK"|"Has more chance to get into the ideal university"|"20210310135457"|"AA00011"|""
"S041209"|"Reasons to Study in UK"|"May apply BNO Visa if she can enter into the prestigious University in UK"|"20210317123718"|"AA00011"|""
"S041009"|"Max Budget per Term"|"No maximum budget"|"20210310135628"|"AA00011"|""
"S041011"|"English Standard"|"above average"|"20210310165915"|"AA00011"|""
"S041033"|"Work in Government"|"N"|"20210311095802"|"AA00088"|""
"S041033"|"English Standard"|"AVERAGE"|"20210311095802"|"AA00088"|""
"S041033"|"Interests / Hobbies"|"Reading, Cycling, LEGO Building"|"20210311095802"|"AA00088"|""
"S041033"|"Character"|"Outspoken, eager to learn new things, can spend long hours in menus reading"|"20210311095802"|"AA00088"|""
"S041033"|"Learning Difficulties"|"Y"|"20210311095802"|"AA00088"|""
"S041033"|"Learning Problems"|"ADHD"|"20210311095802"|"AA00088"|""
"S041033"|"Studying in UK"|"N"|"20210311095802"|"AA00088"|""
"S041033"|"Guardian Type"|"N"|"20210311095802"|"AA00088"|""
"S041033"|"School Preferred"|"King William's College
Isle of Man"|"20210311095802"|"AA00088"|""
"S041033"|"Reasons to Study in UK"|"He needs an open sky to develop his potential in engineering."|"20210311095802"|"AA00088"|""
"S041471"|"Work in Government"|"N"|"20210312100130"|"AA00088"|""
"S041471"|"English Standard"|"ABOVE AVERAGE"|"20210312100130"|"AA00088"|""
"S041471"|"Interests / Hobbies"|"Piano, Football, Lego"|"20210312100130"|"AA00088"|""
"S041471"|"Character"|"Easy-going, helpful, dedicated, concentrated"|"20210312100130"|"AA00088"|""
"S041471"|"Learning Difficulties"|"N"|"20210312100130"|"AA00088"|""
"S041471"|"Studying in UK"|"N"|"20210312100130"|"AA00088"|""
"S041471"|"Guardian Type"|"N"|"20210312100130"|"AA00088"|""
"S041471"|"Location Preference"|"Near london, oxford"|"20210312100130"|"AA00088"|""
"S041471"|"Preferred School Type"|"NO PREFERENCE"|"20210312100130"|"AA00088"|""
"S041471"|"Max Budget per Term"|"7000"|"20210312100130"|"AA00088"|""
"S041471"|"Religion Requirement"|"No"|"20210312100130"|"AA00088"|""
"S041471"|"School Preferred"|"Abingdon School, Caterham School, city of London freemen's school"|"20210312100130"|"AA00088"|""
"S041471"|"Reasons to Study in UK"|"UK's education is more comprehensive"|"20210312100130"|"AA00088"|""
"S041014"|"Work in Government"|"N"|"20210312100627"|"AA00088"|""
"S041014"|"English Standard"|"EXCELLENT"|"20210312100627"|"AA00088"|""
"S041014"|"Interests / Hobbies"|"Dancing (Ballet), Art"|"20210312100627"|"AA00088"|""
"S041014"|"Learning Difficulties"|"N"|"20210312100627"|"AA00088"|""
"S041014"|"Studying in UK"|"Y"|"20210312100627"|"AA00088"|""
"S041014"|"Studying in UK School"|"sibling (brother)"|"20210312100627"|"AA00088"|""
"S041014"|"Guardian Type"|"N"|"20210312100627"|"AA00088"|""
"S041014"|"Preferred School Type"|"NO PREFERENCE"|"20210312100627"|"AA00088"|""
"S041015"|"Interests / Hobbies"|"Vocal Singing"|"20210312162440"|"AA00011"|""
"S041015"|"English Standard"|"above average"|"20210312162448"|"AA00011"|""
"S041015"|"Character"|"Outgoing and empathetic with high caliber in leadership"|"20210312162502"|"AA00011"|""
"S041015"|"Special Talents"|"Singing"|"20210312162516"|"AA00011"|""
"S041167"|"Preferred School Type"|"NO PREFERENCE"|"20210315120425"|"AA00011"|""
"S041167"|"Max Budget per Term"|"20,000"|"20210315120425"|"AA00011"|""
"S041015"|"Location Preference"|"Oxford"|"20210312162546"|"AA00011"|""
"S041015"|"Preferred School Type"|"girls"|"20210312162602"|"AA00011"|""
"S041015"|"Max Budget per Term"|"30000"|"20210312162632"|"AA00011"|""
"S041016"|"English Standard"|"above average"|"20210312165510"|"AA00011"|""
"S041016"|"Interests / Hobbies"|"music"|"20210312165517"|"AA00011"|""
"S041016"|"Location Preference"|"Yes. Surrey"|"20210312165530"|"AA00011"|""
"S041016"|"Preferred School Type"|"Girls"|"20210312165538"|"AA00011"|""
