"aa_id"|"event"|"school_id"|"eventsubject"|"qualification"|"piece"|"composer"|"eventscore"|"offer"|"piority"|"lastupdate"|"staffid"|"remarks"
"S034450"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S033905"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S008682"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034208"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034270"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034329"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034637"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034681"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034683"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S034666"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123515"|"AA00029"|""
"S033661"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034694"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S033805"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920123801"|"AA00029"|""
"S033506"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034750"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S031637"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034019"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034543"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920123801"|"AA00029"|""
"S034241"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S033770"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S033912"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034105"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034240"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034633"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S033363"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S011556"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S034435"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123801"|"AA00029"|""
"S035599"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S036254"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S030719"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035824"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035734"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035062"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"N"|0|"20170929103150"|"AA00061"|""
"S030369"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S034282"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035318"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"N"|0|"20170929103150"|"AA00061"|""
"S035950"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035707"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S033064"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035898"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S036034"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"N"|0|"20170929103150"|"AA00061"|""
"S034575"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035730"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"N"|0|"20170929103150"|"AA00061"|""
"S033749"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S034801"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S034557"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035285"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S035124"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"Y"|0|"20170929103150"|"AA00061"|""
"S036004"|"TOP SCHOOLS WEEKEND 2017"||""|""|""|""|""|"N"|0|"20170929103150"|"AA00061"|""
"S034113"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S032534"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920123757"|"AA00039"|""
"S033961"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S034690"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S034617"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S032311"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S034758"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920123757"|"AA00039"|""
"S033754"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S033869"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920123757"|"AA00039"|""
"S032921"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033146"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033774"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033359"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034144"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033994"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034009"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034255"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034429"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S012058"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034083"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034723"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124029"|"AA00039"|""
"S034846"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033907"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033955"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033224"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034100"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033998"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S032156"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034713"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034573"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034548"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034806"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S011680"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S033770"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124029"|"AA00039"|""
"S034825"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124257"|"AA00039"|""
"S034852"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S033498"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034793"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034141"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034745"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124257"|"AA00039"|""
"S034688"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034385"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034365"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034832"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034830"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034829"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034773"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S032874"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S033531"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S031308"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124257"|"AA00039"|""
"S032738"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034766"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034646"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034450"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034512"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034697"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124257"|"AA00039"|""
"S034676"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124640"|"AA00039"|""
"S034675"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124640"|"AA00039"|""
"S034727"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034699"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034651"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034828"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034525"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034774"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034532"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124640"|"AA00039"|""
"S034837"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034820"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034775"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920124640"|"AA00039"|""
"S034535"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034822"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034603"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034642"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034312"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034827"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S030369"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034734"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034628"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034687"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S034223"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S031202"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920124640"|"AA00039"|""
"S031596"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S032792"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034250"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034142"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S032269"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034429"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034144"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034520"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S033907"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S032982"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S032635"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034642"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034083"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034459"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034530"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034553"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S033929"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034460"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S031896"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034324"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S033998"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S033287"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S030369"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920143656"|"AA00029"|""
"S034806"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920143656"|"AA00029"|""
"S034591"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S034715"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034716"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S034678"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S033782"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S033680"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034529"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S031418"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S033236"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034423"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S032534"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S009493"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S032248"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034170"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034548"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S031534"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S033935"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034675"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034411"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S034746"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034757"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144035"|"AA00029"|""
"S034573"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S033474"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S034762"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144035"|"AA00029"|""
"S033877"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S034541"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034745"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034690"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S034509"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033947"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034445"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033955"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033644"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034388"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S033359"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S032825"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S034252"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S031612"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034671"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034676"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033872"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033438"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034374"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S033280"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144429"|"AA00029"|""
"S034680"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034787"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144429"|"AA00029"|""
"S034793"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034549"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034266"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034761"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144730"|"AA00029"|""
"S012407"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034838"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034141"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S033577"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034600"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144730"|"AA00029"|""
"S031927"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034522"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144730"|"AA00029"|""
"S034827"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144730"|"AA00029"|""
"S034644"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S034042"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S034837"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144926"|"AA00029"|""
"S034677"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S034433"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144926"|"AA00029"|""
"S009367"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144926"|"AA00029"|""
"S034521"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S034457"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144926"|"AA00029"|""
"S034303"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S034535"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S031748"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"N"|0|"20160920144926"|"AA00029"|""
"S032738"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920144926"|"AA00029"|""
"S033259"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920145151"|"AA00029"|""
"S031806"|"TOP SCHOOLS WEEKEND 2016"||""|""|""|""|""|"Y"|0|"20160920145151"|"AA00029"|""
